2025 Federal Election House of Representatives Two Party Preferred By Polling Place [Event:31496 Phase:FinalResults Generated:2025-06-16T10:39:00 Cycle:194a421d-c559-4a18-a78a-90c7cf2acb4e Created:2025-06-16T10:36:42 Environment:PROD Site:CANBERRA Server:Internal Version:10.11.386.0]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,Australian Labor Party Votes,Australian Labor Party Percentage,Liberal/National Coalition Votes,Liberal/National Coalition Percentage,TotalVotes,Swing
QLD,172,Moncrieff,6082,Main Beach,280,28.11,716,71.89,996,0.53
QLD,172,Moncrieff,6083,Mermaid Beach,437,39.91,658,60.09,1095,3.58
QLD,172,Moncrieff,12062,Merrimac (Moncrieff),263,43.19,346,56.81,609,3.56
QLD,172,Moncrieff,6087,Merrimac East (Moncrieff),505,40.73,735,59.27,1240,5.05
QLD,172,Moncrieff,6088,Miami,309,50.08,308,49.92,617,4.32
QLD,172,Moncrieff,6085,Miami West (Moncrieff),640,44.29,805,55.71,1445,0.31
QLD,172,Moncrieff,97781,Molendinar,263,48.52,279,51.48,542,2.55
QLD,172,Moncrieff,31728,Nerang East,181,40.31,268,59.69,449,10.98
QLD,172,Moncrieff,6092,Nerang South,1015,49.46,1037,50.54,2052,2.15
QLD,172,Moncrieff,32516,Nerang West (Moncrieff),1046,51.43,988,48.57,2034,3.34
QLD,172,Moncrieff,58825,Reedy Creek MONCRIEFF PPVC,382,45.53,457,54.47,839,4.05
QLD,172,Moncrieff,65802,Runaway Bay MONCRIEFF PPVC,339,39.42,521,60.58,860,2
QLD,172,Moncrieff,6289,Southport,628,51.99,580,48.01,1208,-0.18
QLD,172,Moncrieff,6292,Southport Central,385,49.23,397,50.77,782,-1.52
QLD,172,Moncrieff,32562,Southport MONCRIEFF PPVC,5503,41.1,7886,58.9,13389,2.64
QLD,172,Moncrieff,6279,Southport North (Moncrieff),766,56.87,581,43.13,1347,0.81
QLD,172,Moncrieff,97443,Southport West,119,51.29,113,48.71,232,5.94
QLD,172,Moncrieff,108462,Special Hospital Team 1,58,37.18,98,62.82,156,3.12
QLD,172,Moncrieff,109365,Special Hospital Team 2,37,32.17,78,67.83,115,-1.81
QLD,172,Moncrieff,109821,Special Hospital Team 3,8,17.78,37,82.22,45,-16.32
QLD,172,Moncrieff,109822,Special Hospital Team 4,10,26.32,28,73.68,38,-7.78
QLD,172,Moncrieff,6099,Surfers Paradise,298,46.2,347,53.8,645,-1.34
QLD,172,Moncrieff,32563,Surfers Paradise PPVC,1874,37.59,3112,62.41,4986,2.52
QLD,172,Moncrieff,12028,Worongary,452,53.36,395,46.64,847,5.03
QLD,173,Moreton,83775,Acacia Ridge,554,71.58,220,28.42,774,3.97
QLD,173,Moreton,5526,Acacia Ridge South (Moreton),857,75.18,283,24.82,1140,9.72
QLD,173,Moreton,6318,Annerley,0,0,0,0,0,-77.03
QLD,173,Moreton,6304,Annerley Junction,975,77.75,279,22.25,1254,4.62
QLD,173,Moreton,37838,Annerley South,354,77.29,104,22.71,458,7.78
QLD,173,Moreton,58693,Brisbane Central MORETON PPVC,2195,72.06,851,27.94,3046,8.05
QLD,173,Moreton,14229,Brisbane City (Moreton),154,75.49,50,24.51,204,3.89
QLD,173,Moreton,6326,Buranda (Moreton),179,77.83,51,22.17,230,12.83
QLD,173,Moreton,5530,Chelmer,347,57.93,252,42.07,599,7.93
QLD,173,Moreton,5387,Coopers Plains,735,71.08,299,28.92,1034,9.55
QLD,173,Moreton,66003,Coorparoo MORETON PPVC,841,64.05,472,35.95,1313,-0.09
QLD,173,Moreton,5532,Corinda,760,64.9,411,35.1,1171,6.55
QLD,173,Moreton,8873,Corinda South,604,68.56,277,31.44,881,9.64
QLD,173,Moreton,65516,EAV Moreton PPVC,38,74.51,13,25.49,51,19.41
QLD,173,Moreton,31526,Eight Mile Plains (Moreton),227,75.67,73,24.33,300,19.18
QLD,173,Moreton,5411,Eight Mile Plains West,1500,67.45,724,32.55,2224,14.96
QLD,173,Moreton,6312,Fairfield,736,74.57,251,25.43,987,5.23
QLD,173,Moreton,5535,Graceville,771,59.91,516,40.09,1287,7.93
QLD,173,Moreton,83776,Graceville West,486,49.69,492,50.31,978,9.23
QLD,173,Moreton,108886,Inala MORETON PPVC,1121,68.73,510,31.27,1631,6.97
QLD,173,Moreton,97989,Indooroopilly MORETON PPVC,1550,53.37,1354,46.63,2904,5.09
QLD,173,Moreton,5540,Kuraby (Moreton),1199,76.81,362,23.19,1561,11.29
QLD,173,Moreton,98084,Logan MORETON PPVC,2687,64.31,1491,35.69,4178,10.58
QLD,173,Moreton,5394,Macgregor,448,67.27,218,32.73,666,13.04
QLD,173,Moreton,5396,Macgregor West,570,67.14,279,32.86,849,9.94
QLD,173,Moreton,83047,Mansfield MORETON PPVC,1769,59.66,1196,40.34,2965,12.06
QLD,173,Moreton,83778,Moorooka,498,77.09,148,22.91,646,8.13
QLD,173,Moreton,5397,Moorooka East,953,78.5,261,21.5,1214,6.05
QLD,173,Moreton,65747,Moorooka MORETON PPVC,8824,65.86,4574,34.14,13398,8.85
QLD,173,Moreton,6321,Moorvale,734,74.07,257,25.93,991,4.3
QLD,173,Moreton,5543,Oxley (Moreton),600,72.46,228,27.54,828,5.55
QLD,173,Moreton,5544,Oxley South (Moreton),202,72.4,77,27.6,279,1.03
QLD,173,Moreton,5400,Robertson,589,63.68,336,36.32,925,13.84
QLD,173,Moreton,5547,Rocklea,337,75.22,111,24.78,448,5.33
QLD,173,Moreton,12012,Runcorn,744,72.87,277,27.13,1021,12.76
QLD,173,Moreton,5549,Runcorn Heights (Moreton),1113,71.95,434,28.05,1547,9.8
QLD,173,Moreton,5404,Salisbury,1094,72.74,410,27.26,1504,5.15
QLD,173,Moreton,5550,Sherwood,907,67.49,437,32.51,1344,5.29
QLD,173,Moreton,108881,Sinnamon Park MORETON PPVC,445,55.97,350,44.03,795,-5.66
QLD,173,Moreton,108892,Special Hospital Team 1,74,46.54,85,53.46,159,-8.63
QLD,173,Moreton,109280,Special Hospital Team 2,55,45.45,66,54.55,121,-9.68
QLD,173,Moreton,109373,Special Hospital Team 3,50,50.51,49,49.49,99,-4.61
QLD,173,Moreton,5409,Sunnybank,677,66.31,344,33.69,1021,10.2
QLD,173,Moreton,31801,Sunnybank Hills,1395,67.36,676,32.64,2071,10.76
QLD,173,Moreton,5403,Sunnybank South,606,69.9,261,30.1,867,12.24
QLD,173,Moreton,6332,Tarragindi,328,74.38,113,25.62,441,8.01
QLD,173,Moreton,6333,Tarragindi East,760,62.91,448,37.09,1208,1.61
QLD,173,Moreton,6336,Wellers Hill,1048,69.54,459,30.46,1507,5.97
QLD,173,Moreton,108891,West End MORETON PPVC,645,72.47,245,27.53,890,10.79
QLD,173,Moreton,63122,Woodridge MORETON PPVC,191,57.7,140,42.3,331,-4.58
QLD,173,Moreton,6337,Yeronga,1147,75.51,372,24.49,1519,5.61
QLD,173,Moreton,6338,Yeronga West,898,62.67,535,37.33,1433,6.66
QLD,174,Oxley,108793,Acacia Ridge South (Oxley),198,75.29,65,24.71,263,14.21
QLD,174,Oxley,83435,Augustine Heights,683,57.39,507,42.61,1190,3.48
QLD,174,Oxley,6370,Bellbird Park,899,69.26,399,30.74,1298,6.18
QLD,174,Oxley,97487,Brisbane Central OXLEY PPVC,971,75.04,323,24.96,1294,5.65
QLD,174,Oxley,14230,Brisbane City (Oxley),78,82.11,17,17.89,95,12.11
QLD,174,Oxley,6351,Camira,789,66.47,398,33.53,1187,2.09
QLD,174,Oxley,109669,Camira PPVC,3314,67.63,1586,32.37,4900,5.06
QLD,174,Oxley,6435,Carole Park,495,78.2,138,21.8,633,4.42
QLD,174,Oxley,6354,Collingwood Park (Oxley),563,69.16,251,30.84,814,8.59
QLD,174,Oxley,6441,Darra,795,72.01,309,27.99,1104,6.65
QLD,174,Oxley,6479,Doolandella,956,78.88,256,21.12,1212,4.07
QLD,174,Oxley,6478,Durack,634,80.15,157,19.85,791,6.84
QLD,174,Oxley,65501,EAV Oxley PPVC,12,70.59,5,29.41,17,6.3
QLD,174,Oxley,83262,Ellen Grove,162,63.78,92,36.22,254,-1.29
QLD,174,Oxley,31799,Forest Lake,1414,73.07,521,26.93,1935,8.29
QLD,174,Oxley,34191,Forest Lake East,1252,70.77,517,29.23,1769,5.62
QLD,174,Oxley,33102,Forest Lake South,1304,68.74,593,31.26,1897,6.25
QLD,174,Oxley,6363,Gailes,540,70.96,221,29.04,761,4.65
QLD,174,Oxley,6365,Goodna,1260,74.47,432,25.53,1692,6.63
QLD,174,Oxley,6449,Inala,963,82.95,198,17.05,1161,8.31
QLD,174,Oxley,83265,Inala Central,233,75.9,74,24.1,307,-2.13
QLD,174,Oxley,47734,Inala OXLEY PPVC,11225,74.99,3744,25.01,14969,11.67
QLD,174,Oxley,58725,Ipswich OXLEY PPVC,340,70.39,143,29.61,483,4.38
QLD,174,Oxley,5539,Jindalee,898,67.62,430,32.38,1328,10.54
QLD,174,Oxley,31488,Jindalee South,511,63.88,289,36.13,800,11.35
QLD,174,Oxley,5546,Middle Park,1166,70.8,481,29.2,1647,9.38
QLD,174,Oxley,5538,Middle Park Central,371,67.58,178,32.42,549,8.91
QLD,174,Oxley,83263,Middle Park East,770,65.92,398,34.08,1168,12.38
QLD,174,Oxley,98133,Moorooka OXLEY PPVC,327,73.32,119,26.68,446,9.24
QLD,174,Oxley,109440,Other Mobile Team 1,22,73.33,8,26.67,30,13.08
QLD,174,Oxley,109445,Other Mobile Team 2,0,0,0,0,0,-60.27
QLD,174,Oxley,109447,Other Mobile Team 3,23,79.31,6,20.69,29,18.93
QLD,174,Oxley,109449,Other Mobile Team 4,2,100,0,0,2,39.69
QLD,174,Oxley,109450,Other Mobile Team 5,15,83.33,3,16.67,18,23.08
QLD,174,Oxley,56063,Oxley (Oxley),523,73.46,189,26.54,712,6.11
QLD,174,Oxley,94790,Oxley South (Oxley),537,78.17,150,21.83,687,8.82
QLD,174,Oxley,5545,Pallara,1394,75.97,441,24.03,1835,16.39
QLD,174,Oxley,6382,Redbank,261,68.87,118,31.13,379,6.13
QLD,174,Oxley,46432,Redbank Plains (Oxley),279,70.1,119,29.9,398,4.08
QLD,174,Oxley,65799,Redbank Plains East (Oxley),504,69.33,223,30.67,727,7.4
QLD,174,Oxley,47724,Redbank South,534,70.92,219,29.08,753,8.04
QLD,174,Oxley,6473,Richlands,966,81.18,224,18.82,1190,8.72
QLD,174,Oxley,5551,Seventeen Mile Rocks,1047,65.64,548,34.36,1595,9.81
QLD,174,Oxley,65644,Sinnamon Park OXLEY PPVC,6437,61.65,4005,38.35,10442,8.78
QLD,174,Oxley,108439,Special Hospital Team 1,136,62.1,83,37.9,219,5.92
QLD,174,Oxley,109815,Special Hospital Team 2,27,84.38,5,15.63,32,27.24
QLD,174,Oxley,31480,Springfield,974,72.26,374,27.74,1348,8.9
QLD,174,Oxley,109705,Springfield Central (Oxley),112,73.68,40,26.32,152,12.16
QLD,174,Oxley,83244,Springfield Central OXLEY PPVC,6754,66.66,3378,33.34,10132,8.76
QLD,174,Oxley,47721,Springfield Lakes (Oxley),1218,69.44,536,30.56,1754,8.53
QLD,175,Petrie,12034,Aspley (Petrie),769,61.72,477,38.28,1246,13
QLD,175,Petrie,6398,Aspley East (Petrie),321,64.33,178,35.67,499,10.86
QLD,175,Petrie,6401,Bald Hills,920,59.43,628,40.57,1548,7.16
QLD,175,Petrie,65822,Boondall PETRIE PPVC,2117,55.77,1679,44.23,3796,7.19
QLD,175,Petrie,6022,Bracken Ridge,812,58.93,566,41.07,1378,8.97
QLD,175,Petrie,6023,Bracken Ridge East,1189,58.28,851,41.72,2040,8.6
QLD,175,Petrie,6024,Bracken Ridge West,1257,57.34,935,42.66,2192,5.27
QLD,175,Petrie,31527,Bridgeman Downs (Petrie),638,46.33,739,53.67,1377,8.69
QLD,175,Petrie,109660,Bridgeman Downs North,175,58.33,125,41.67,300,11.77
QLD,175,Petrie,97489,Brisbane Central PETRIE PPVC,569,60.79,367,39.21,936,4.63
QLD,175,Petrie,14231,Brisbane City (Petrie),47,62.67,28,37.33,75,-5.45
QLD,175,Petrie,31680,Burpengary East (Petrie),267,50.28,264,49.72,531,11.41
QLD,175,Petrie,108739,Burpengary PETRIE PPVC,655,49.25,675,50.75,1330,1.25
QLD,175,Petrie,46550,Chermside West PETRIE PPVC,1309,49.92,1313,50.08,2622,5.92
QLD,175,Petrie,6407,Clontarf,595,48.61,629,51.39,1224,2.89
QLD,175,Petrie,6408,Clontarf Beach,337,53.92,288,46.08,625,1.76
QLD,175,Petrie,83276,Deception Bay,549,56.83,417,43.17,966,2.04
QLD,175,Petrie,31690,Deception Bay North,466,55.48,374,44.52,840,-1.71
QLD,175,Petrie,65993,Deception Bay PETRIE PPVC,4428,48.7,4664,51.3,9092,4.49
QLD,175,Petrie,12040,Deception Bay South,484,55.5,388,44.5,872,4.03
QLD,175,Petrie,65595,EAV Petrie PPVC,12,46.15,14,53.85,26,-12.47
QLD,175,Petrie,108742,Geebung PETRIE PPVC,980,53.58,849,46.42,1829,5.61
QLD,175,Petrie,82932,Griffin,1045,60.09,694,39.91,1739,8.49
QLD,175,Petrie,6411,Kippa-Ring,603,53.55,523,46.45,1126,6.01
QLD,175,Petrie,6416,Kippa-Ring West,775,54.54,646,45.46,1421,7.76
QLD,175,Petrie,12063,Mango Hill,415,52.47,376,47.53,791,7.68
QLD,175,Petrie,109530,Mango Hill Central,366,60.4,240,39.6,606,15.85
QLD,175,Petrie,65224,Mango Hill South,1073,55.08,875,44.92,1948,10.3
QLD,175,Petrie,6413,Margate,784,56.4,606,43.6,1390,5.48
QLD,175,Petrie,31440,Moreton Downs,329,51.25,313,48.75,642,2.69
QLD,175,Petrie,58567,Murrumba Downs (Petrie),246,62.12,150,37.88,396,9.17
QLD,175,Petrie,109681,Murrumba Downs North (Petrie),297,57.67,218,42.33,515,3.23
QLD,175,Petrie,108737,Murrumba Downs PETRIE PPVC,1668,60.13,1106,39.87,2774,12.15
QLD,175,Petrie,38225,North Lakes,655,52.91,583,47.09,1238,11.19
QLD,175,Petrie,58525,North Lakes North,1323,53.09,1169,46.91,2492,8.57
QLD,175,Petrie,64726,North Lakes PETRIE PPVC,3967,48.5,4212,51.5,8179,6.5
QLD,175,Petrie,6415,Redcliffe,688,51.34,652,48.66,1340,6.6
QLD,175,Petrie,47703,Redcliffe PPVC,7646,46.38,8841,53.62,16487,3.27
QLD,175,Petrie,46453,Redcliffe South,544,51.08,521,48.92,1065,3.83
QLD,175,Petrie,11642,Rothwell,481,47.34,535,52.66,1016,5.36
QLD,175,Petrie,6417,Scarborough,742,50.54,726,49.46,1468,6.57
QLD,175,Petrie,6418,Scarborough North,454,44.42,568,55.58,1022,1.06
QLD,175,Petrie,108474,Special Hospital Team 1,88,35.77,158,64.23,246,-5.59
QLD,175,Petrie,108752,Special Hospital Team 2,159,45.82,188,54.18,347,4.44
QLD,175,Petrie,109244,Special Hospital Team 3,134,47.86,146,52.14,280,6.41
QLD,175,Petrie,109808,Special Hospital Team 4,30,58.82,21,41.18,51,16.93
QLD,175,Petrie,109809,Special Hospital Team 5,23,63.89,13,36.11,36,22
QLD,175,Petrie,58727,Strathpine PETRIE PPVC,1409,52.85,1257,47.15,2666,5.09
QLD,175,Petrie,124106,Taigum (Petrie),661,65.45,349,34.55,1010,11.34
QLD,175,Petrie,47775,Woody Point North,782,51.01,751,48.99,1533,3.22
QLD,176,Rankin,5527,Algester,1126,67.02,554,32.98,1680,10.15
QLD,176,Rankin,47723,Algester South,1026,63.1,600,36.9,1626,9.69
QLD,176,Rankin,5528,Berrinba,881,71.57,350,28.43,1231,0.92
QLD,176,Rankin,56194,Boronia Heights (Rankin),247,68.8,112,31.2,359,6.96
QLD,176,Rankin,97491,Brisbane Central RANKIN PPVC,782,72.21,301,27.79,1083,6.84
QLD,176,Rankin,14232,Brisbane City (Rankin),72,79.12,19,20.88,91,15.66
QLD,176,Rankin,6433,Browns Plains,868,70.45,364,29.55,1232,9.49
QLD,176,Rankin,31791,Burrowes,1151,73.78,409,26.22,1560,5.55
QLD,176,Rankin,65788,Calamvale,1300,69.89,560,30.11,1860,9.37
QLD,176,Rankin,38235,Calamvale East,575,67.97,271,32.03,846,7.19
QLD,176,Rankin,5386,Chatswood Hills,559,64.85,303,35.15,862,9.75
QLD,176,Rankin,6439,Crestmead,746,70.31,315,29.69,1061,4.09
QLD,176,Rankin,47736,Crestmead RANKIN PPVC,7337,65.51,3862,34.49,11199,7.37
QLD,176,Rankin,47729,Crestmead South,292,69.19,130,30.81,422,1.45
QLD,176,Rankin,65483,EAV Rankin PPVC,17,73.91,6,26.09,23,12.8
QLD,176,Rankin,12000,Eight Mile Plains (Rankin),601,66.48,303,33.52,904,12.63
QLD,176,Rankin,6489,Heritage Park,1141,66.92,564,33.08,1705,7.7
QLD,176,Rankin,47727,Hillcrest (Rankin),558,67.15,273,32.85,831,5.97
QLD,176,Rankin,31795,Kingston,401,77.26,118,22.74,519,9.96
QLD,176,Rankin,32567,Kuraby (Rankin),183,55.12,149,44.88,332,-4.54
QLD,176,Rankin,65787,Logan RANKIN PPVC,6486,62.94,3819,37.06,10305,11.28
QLD,176,Rankin,31797,Mabel Park,757,70.22,321,29.78,1078,4.69
QLD,176,Rankin,6461,Marsden (Rankin),432,72.97,160,27.03,592,6.7
QLD,176,Rankin,109828,Meadowbrook,91,61.49,57,38.51,148,8.35
QLD,176,Rankin,65786,Moorooka RANKIN PPVC,694,62.58,415,37.42,1109,10.95
QLD,176,Rankin,31800,Regents Park,924,64.53,508,35.47,1432,6.11
QLD,176,Rankin,31955,Rochedale (Rankin),111,63.43,64,36.57,175,14.91
QLD,176,Rankin,5402,Rochedale South,951,64.47,524,35.53,1475,9.05
QLD,176,Rankin,56144,Runcorn Heights (Rankin),141,67.79,67,32.21,208,7.95
QLD,176,Rankin,12014,Slacks Creek (Rankin),784,60.63,509,39.37,1293,7.39
QLD,176,Rankin,108416,Special Hospital Team 1,116,61.7,72,38.3,188,3.07
QLD,176,Rankin,109283,Special Hospital Team 2,86,59.72,58,40.28,144,1.12
QLD,176,Rankin,109374,Special Hospital Team 3,95,62.09,58,37.91,153,3.42
QLD,176,Rankin,5407,Springwood Central,456,61.29,288,38.71,744,4.91
QLD,176,Rankin,83387,Springwood East,252,63.8,143,36.2,395,5.67
QLD,176,Rankin,5408,Springwood Road,987,63.76,561,36.24,1548,8.53
QLD,176,Rankin,47776,Stretton,1032,70.59,430,29.41,1462,9.93
QLD,176,Rankin,109725,Stretton East,405,68.3,188,31.7,593,7.67
QLD,176,Rankin,5554,Woodridge,795,76.08,250,23.92,1045,4.09
QLD,176,Rankin,5536,Woodridge East,629,74.26,218,25.74,847,1.56
QLD,176,Rankin,5555,Woodridge North,628,71.69,248,28.31,876,1.77
QLD,176,Rankin,34276,Woodridge RANKIN PPVC,6809,66.33,3456,33.67,10265,1.18
QLD,177,Ryan,5171,Ashgrove North (Ryan),273,63.79,155,36.21,428,10.2
QLD,177,Ryan,5169,Ashgrove West (Ryan),528,65.02,284,34.98,812,10.18
QLD,177,Ryan,6496,Auchenflower,564,64.68,308,35.32,872,5.01
QLD,177,Ryan,6498,Bardon,545,61.86,336,38.14,881,4.35
QLD,177,Ryan,46367,Bellbowrie,319,43.05,422,56.95,741,1.43
QLD,177,Ryan,83402,Bellbowrie RYAN PPVC,3037,45.3,3667,54.7,6704,2.3
QLD,177,Ryan,58694,Brisbane Central RYAN PPVC,2577,64.75,1403,35.25,3980,6.63
QLD,177,Ryan,14233,Brisbane City (Ryan),202,73.72,72,26.28,274,0.44
QLD,177,Ryan,6500,Brookfield,498,43.84,638,56.16,1136,6.97
QLD,177,Ryan,83421,Bunya RYAN PPVC,1029,58.43,732,41.57,1761,3.74
QLD,177,Ryan,6502,Chapel Hill,975,55.15,793,44.85,1768,8.53
QLD,177,Ryan,6494,Chapel Hill South,741,56.91,561,43.09,1302,6.64
QLD,177,Ryan,97902,Chermside West RYAN PPVC,144,66.98,71,33.02,215,10.56
QLD,177,Ryan,65600,EAV Ryan PPVC,10,45.45,12,54.55,22,-25.98
QLD,177,Ryan,94815,Enoggera (Ryan),320,65.44,169,34.56,489,13.74
QLD,177,Ryan,65727,Enoggera RYAN PPVC,2015,61.94,1238,38.06,3253,9.29
QLD,177,Ryan,32492,Ferny Grove,1369,65.16,732,34.84,2101,11.36
QLD,177,Ryan,58544,Ferny Grove South,563,55.03,460,44.97,1023,5.6
QLD,177,Ryan,6507,Fig Tree Pocket,720,49.76,727,50.24,1447,9.17
QLD,177,Ryan,32495,Grovely (Ryan),383,73.23,140,26.77,523,4.98
QLD,177,Ryan,6508,Indooroopilly,651,69.26,289,30.74,940,9.79
QLD,177,Ryan,6509,Indooroopilly East,793,62.2,482,37.8,1275,6.39
QLD,177,Ryan,38279,Indooroopilly RYAN PPVC,7730,56.96,5841,43.04,13571,3.71
QLD,177,Ryan,6510,Indooroopilly West,448,64.65,245,35.35,693,6.81
QLD,177,Ryan,6511,Ironside,1032,64.62,565,35.38,1597,6.64
QLD,177,Ryan,6512,Kenmore,739,56.63,566,43.37,1305,9.39
QLD,177,Ryan,6513,Kenmore South,758,60.21,501,39.79,1259,9.93
QLD,177,Ryan,11996,Keperra,704,62.14,429,37.86,1133,7.24
QLD,177,Ryan,5188,Mitchelton,969,65.61,508,34.39,1477,6.74
QLD,177,Ryan,56202,Mitchelton East,669,66.5,337,33.5,1006,8.2
QLD,177,Ryan,6515,Moggill,929,55.73,738,44.27,1667,5.28
QLD,177,Ryan,5193,Oxford Park,634,71.48,253,28.52,887,8.88
QLD,177,Ryan,38089,Paddington South (Ryan),366,61.82,226,38.18,592,5.64
QLD,177,Ryan,6518,Pullenvale,308,45.56,368,54.44,676,2.05
QLD,177,Ryan,6519,Rainworth,938,60.4,615,39.6,1553,4.98
QLD,177,Ryan,108981,Sinnamon Park RYAN PPVC,288,49.23,297,50.77,585,-24.55
QLD,177,Ryan,108893,Special Hospital Team 1,73,42.69,98,57.31,171,-31.36
QLD,177,Ryan,109277,Special Hospital Team 2,51,43.22,67,56.78,118,-30.91
QLD,177,Ryan,109372,Special Hospital Team 3,71,51.45,67,48.55,138,-22.84
QLD,177,Ryan,6521,St Lucia,497,70.6,207,29.4,704,8.5
QLD,177,Ryan,98074,Taringa,586,71.03,239,28.97,825,3.52
QLD,177,Ryan,6524,The Gap,875,69.61,382,30.39,1257,13.28
QLD,177,Ryan,6525,The Gap East,995,68.2,464,31.8,1459,7.87
QLD,177,Ryan,83414,The Gap RYAN PPVC,5224,59.54,3550,40.46,8774,5.49
QLD,177,Ryan,6528,The Gap West,784,62.62,468,37.38,1252,7.56
QLD,177,Ryan,31470,Toowong,1285,66.96,634,33.04,1919,-0.72
QLD,177,Ryan,6527,Toowong West,440,65.67,230,34.33,670,3.18
QLD,177,Ryan,6501,Upper Brookfield,272,56.55,209,43.45,481,3.36
QLD,178,Wide Bay,6537,Amamoor,170,38.03,277,61.97,447,2.84
QLD,178,Wide Bay,6539,Bauple,191,44.11,242,55.89,433,9.34
QLD,178,Wide Bay,6541,Boonooroo,145,44.07,184,55.93,329,2.81
QLD,178,Wide Bay,6547,Brooweena,29,28.43,73,71.57,102,0.72
QLD,178,Wide Bay,6550,Chatsworth,225,34.51,427,65.49,652,3.69
QLD,178,Wide Bay,6551,Cherbourg,172,76.11,54,23.89,226,17.2
QLD,178,Wide Bay,6552,Cloyna,42,20.1,167,79.9,209,-0.71
QLD,178,Wide Bay,47699,Cooloola Cove,448,42.99,594,57.01,1042,1.4
QLD,178,Wide Bay,97738,Coolum Beach WIDE BAY PPVC,895,52.22,819,47.78,1714,3.88
QLD,178,Wide Bay,6554,Cooran,506,60.82,326,39.18,832,3.08
QLD,178,Wide Bay,5422,Cooroy,712,48.6,753,51.4,1465,7.62
QLD,178,Wide Bay,97723,Cooroy South,471,49.32,484,50.68,955,5.13
QLD,178,Wide Bay,31543,Curra,318,42.46,431,57.54,749,1.51
QLD,178,Wide Bay,65423,EAV Wide Bay PPVC,14,70,6,30,20,36.67
QLD,178,Wide Bay,6561,Federal,158,43.29,207,56.71,365,-1.38
QLD,178,Wide Bay,6564,Glenwood,262,43.81,336,56.19,598,-1.36
QLD,178,Wide Bay,6566,Goomboorian,149,31.5,324,68.5,473,-4.18
QLD,178,Wide Bay,6567,Goomeri,112,27.32,298,72.68,410,5.18
QLD,178,Wide Bay,6568,Granville,338,47.54,373,52.46,711,2.72
QLD,178,Wide Bay,6557,Greens Creek,150,36.41,262,63.59,412,2.57
QLD,178,Wide Bay,6569,Gunalda,146,39.25,226,60.75,372,3.21
QLD,178,Wide Bay,6575,Gympie,299,40.57,438,59.43,737,4.49
QLD,178,Wide Bay,6572,Gympie Central,678,46.6,777,53.4,1455,8.32
QLD,178,Wide Bay,6573,Gympie East,269,47.61,296,52.39,565,5.01
QLD,178,Wide Bay,6578,Gympie North,337,41.71,471,58.29,808,4.92
QLD,178,Wide Bay,32767,Gympie PPVC,5717,39.3,8831,60.7,14548,4.26
QLD,178,Wide Bay,6581,Imbil,376,43.37,491,56.63,867,1.76
QLD,178,Wide Bay,6584,Kandanga,151,40.59,221,59.41,372,2.66
QLD,178,Wide Bay,6587,Kilkivan,130,31.55,282,68.45,412,-0.7
QLD,178,Wide Bay,6592,Kin Kin,220,55.98,173,44.02,393,4.08
QLD,178,Wide Bay,6644,Lower Wonga,56,21.21,208,78.79,264,0.72
QLD,178,Wide Bay,6610,Maryborough,484,51.99,447,48.01,931,8.29
QLD,178,Wide Bay,6598,Maryborough East,478,49.38,490,50.62,968,1.4
QLD,178,Wide Bay,6560,Maryborough North,359,49.72,363,50.28,722,2.86
QLD,178,Wide Bay,6538,Maryborough West,411,45.41,494,54.59,905,3.62
QLD,178,Wide Bay,65764,Maryborough WIDE BAY PPVC,5382,43.43,7010,56.57,12392,2.88
QLD,178,Wide Bay,6583,Monkland,166,39.62,253,60.38,419,-2.85
QLD,178,Wide Bay,6606,Mungar,149,36.61,258,63.39,407,5.79
QLD,178,Wide Bay,6607,Murgon,338,34.6,639,65.4,977,5.01
QLD,178,Wide Bay,5443,Noosa Heads,781,54.16,661,45.84,1442,7.41
QLD,178,Wide Bay,32756,Noosa Heads PPVC,0,0,0,0,0,0
QLD,178,Wide Bay,5444,Noosaville,269,43.81,345,56.19,614,8.76
QLD,178,Wide Bay,65121,Noosaville East,484,45.07,590,54.93,1074,5.79
QLD,178,Wide Bay,33132,Noosaville West,151,36.3,265,63.7,416,-1.66
QLD,178,Wide Bay,109457,Other Mobile Team 1,12,70.59,5,29.41,17,36.01
QLD,178,Wide Bay,5447,Peregian Beach,347,57.74,254,42.26,601,6.51
QLD,178,Wide Bay,6616,Pomona,771,51.71,720,48.29,1491,1.9
QLD,178,Wide Bay,6618,Rainbow Beach,223,44.69,276,55.31,499,7.56
QLD,178,Wide Bay,109380,Remote Mobile Team 1,6,37.5,10,62.5,16,4.17
QLD,178,Wide Bay,6577,Southside,889,39.72,1349,60.28,2238,3.9
QLD,178,Wide Bay,109029,Special Hospital Team 1,80,33.2,161,66.8,241,-1.39
QLD,178,Wide Bay,109278,Special Hospital Team 2,124,47.51,137,52.49,261,12.74
QLD,178,Wide Bay,109279,Special Hospital Team 3,80,49.38,82,50.62,162,14.75
QLD,178,Wide Bay,5448,Tewantin,1009,49.93,1012,50.07,2021,3.83
QLD,178,Wide Bay,83340,Tewantin South,174,47.8,190,52.2,364,2.45
QLD,178,Wide Bay,32757,Tewantin WIDE BAY PPVC,6454,41.7,9025,58.3,15479,4.67
QLD,178,Wide Bay,6627,Tiaro,137,35.22,252,64.78,389,0.87
QLD,178,Wide Bay,6629,Tin Can Bay,359,38.98,562,61.02,921,2.33
